TimeStamp, Type, State, Seconds, ErrorCode, ErrorMessage, Application, Scope, Mandant, User, Report, SubReportTables, SubReportFields, Tables, Finds, Crit%, ReqRows, Rows, TempIndexCount, TempIndexRecs, OnTheFlyCount, OnTheFlyRecs, Memory, TempMemory, Parameter, Reused, Delayed, SnapshotMeta, RunningReports, OpenReports, Sessions
2023/06/20 10:50:42.673, rep, ok, 4.69330, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\DatumAbgleichenPPS\_v1_Datum_zwischen_PPS_VK_ Abgleichen.avx", 0, 0, 7, 178'841, 0,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\ccc207e8-fbb6-6980-...|$Scope=DefaultScope|$Type=pdf|$UserFmt='.E.|$UserMsg=de", 0, 0, , 3, 119, 299
2023/06/20 10:50:42.728, rep, ok, 0.03385, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\PPS_Abschliessen\_v1_PPS_Abschliessen.avx", 0, 0, 1, 5'204, 0,, 0, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\ccc207e8-fbb6-6980-...|$Scope=DefaultScope|$Type=xml_av/utf-8|$UserFmt='.E.|$UserMsg=de", 0, 0, , 3, 119, 299
2023/06/20 10:50:46.086, rep, ok, 3.30459, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\AutomatischeFertigmeldung\_v1_automatischeFertigmeldung.avx", 0, 0, 5, 84'623, 0,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\ed6e7d05-8eb7-bf29-...|$Scope=DefaultScope|$Type=pdf|$UserFmt='.E.|$UserMsg=de", 0, 0, , 4, 120, 300
2023/06/20 10:50:46.177, rep, ok, 0.02668, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\PPS_Fertigmeldung\Fertigmeldung.avw", 2, 0, 7, 592, 100,, 0, 0, 0, 0, 0, 0.18, 0.03, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\e387054f-b319-6b0c-...|$Scope=DefaultScope|$Type=pdf|$UserFmt='.E.|$UserMsg=de", 0, 0, , 4, 121, 300
2023/06/20 10:50:46.216, rep, ok, 0.00685, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\RegelmaessigeMutationen\_v1_RegelmaessigeMutationen.avx", 0, 0, 1, 1, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\ccc207e8-fbb6-6980-...|$Scope=DefaultScope|$Type=pdf|$UserFmt='.E.|$UserMsg=de", 1, 0, , 4, 121, 300
2023/06/20 10:50:46.240, rep, ok, 0.00218, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\RegelmaessigeMutationen\RegelmaessigeMutationen.avw", 1, 0, 2, 3, 100,, 1, 0, 0, 0, 0, 0.12, 0.03, "$Client=8370|$ExportPath=D:\Abacus\abac\tmp_server\peng\ccc207e8-fbb6-6980-...|$Scope=DefaultScope|$Type=xml_av/utf-8|$UserFmt='.E.|$UserMsg=de", 0, 0, , 4, 121, 300
2023/06/20 10:50:46.360, rep, ok, 3.99376, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 3, 12, 26, 87,, 1, 0, 0, 1, 0, 0.25, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=56515", 22, 0, , 3, 120, 299
2023/06/20 10:50:46.634, rep, ok, 0.13670, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\PPS\PPS_ODR_Referenz.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\out\HEAG\Werkstuecke\tmp_Werkstueck...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|paNummer=21866", 34, 0, , 3, 121, 300
2023/06/20 10:50:46.644, rep, ok, 12.0093, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\NSW_Export_Verkaufsauftragsdaten_2018_00.avx", 0, 0, 6, 96'734, 1,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|LogiwareNr=952217", 7, 0, , 2, 120, 300
2023/06/20 10:50:48.874, rep, cancelled, 0.01650, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\N311\Auftragsuebersicht.avx", 0, 11, 6, 448, 100,, 0, 0, 0, 0, 0, 0.75, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|ProjektNr=1361057", 15, 0, , 2, 108, 299
2023/06/20 10:50:48.908, rep, ok, 0.00907, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\N311\Auftragsuebersicht.avx", 0, 2, 6, 17, 100,, 4, 0, 0, 0, 0, 0.18, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|ProjektNr=1312133", 16, 0, , 2, 110, 299
2023/06/20 10:50:50.522, rep, ok, 0.00139, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\N311\Auftragsuebersicht.avx", 0, 1, 6, 3, 100,, 1, 0, 0, 0, 0, 0.12, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|ProjektNr=1312135", 17, 0, , 2, 109, 299
2023/06/20 10:50:51.511, rep, ok, 0.00256, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=178496", 88, 0, , 2, 110, 299
2023/06/20 10:50:51.538, rep, ok, 0.00047, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=178496.Sanitär", 89, 0, , 2, 110, 299
2023/06/20 10:50:51.574, rep, ok, 0.00871, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1473715", 125, 0, , 2, 110, 299
2023/06/20 10:50:51.775, rep, ok, 0.00058, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1473715", 126, 0, , 2, 110, 299
2023/06/20 10:50:51.865, rep, ok, 0.00245, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=815975", 70, 0, , 2, 110, 299
2023/06/20 10:50:51.897, rep, ok, 0.00054, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=178496.Wäscheturm", 90, 0, , 2, 110, 299
2023/06/20 10:50:51.925, rep, ok, 0.00039, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1473716", 127, 0, , 2, 110, 299
2023/06/20 10:50:52.007, rep, ok, 0.00028, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=815976", 71, 0, , 2, 110, 299
2023/06/20 10:50:52.034, rep, ok, 0.00057, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114", 91, 0, , 2, 110, 299
2023/06/20 10:50:52.061, rep, ok, 0.00058, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Sanitär", 92, 0, , 2, 110, 299
2023/06/20 10:50:52.088, rep, ok, 0.00064, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475355", 128, 0, , 2, 110, 299
2023/06/20 10:50:52.286, rep, ok, 0.00043, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475355", 129, 0, , 2, 110, 299
2023/06/20 10:50:52.370, rep, ok, 0.00045, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818267", 72, 0, , 2, 110, 299
2023/06/20 10:50:52.399, rep, ok, 0.00048, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Wäscheturm", 93, 0, , 2, 110, 299
2023/06/20 10:50:52.426, rep, ok, 0.00036, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475356", 130, 0, , 2, 110, 299
2023/06/20 10:50:52.625, rep, ok, 0.00045, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475356", 131, 0, , 2, 110, 299
2023/06/20 10:50:52.709, rep, ok, 0.00033, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818268", 73, 0, , 2, 110, 299
2023/06/20 10:50:52.741, rep, ok, 0.00048, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Geräte", 94, 0, , 2, 110, 299
2023/06/20 10:50:52.770, rep, ok, 0.00045, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475357", 132, 0, , 2, 110, 299
2023/06/20 10:50:52.965, rep, ok, 0.00041, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475357", 133, 0, , 2, 110, 299
2023/06/20 10:50:53.050, rep, ok, 0.00059, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 6, 100,, 5, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818269", 74, 0, , 2, 110, 299
2023/06/20 10:50:53.078, rep, ok, 0.00049, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Möbel", 95, 0, , 2, 110, 299
2023/06/20 10:50:53.106, rep, ok, 0.00036, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475358", 134, 0, , 2, 110, 299
2023/06/20 10:50:53.299, rep, ok, 0.00030, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475358", 135, 0, , 2, 110, 299
2023/06/20 10:50:53.404, rep, ok, 0.00071, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818275", 75, 0, , 2, 110, 299
2023/06/20 10:50:53.439, rep, ok, 0.00037, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Abdeckung", 96, 0, , 2, 110, 299
2023/06/20 10:50:53.470, rep, ok, 0.00041, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475359", 136, 0, , 2, 110, 299
2023/06/20 10:50:53.677, rep, ok, 0.00047, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475359", 137, 0, , 2, 110, 299
2023/06/20 10:50:53.777, rep, ok, 0.00297, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818276", 76, 0, , 2, 110, 299
2023/06/20 10:50:53.818, rep, ok, 0.00207, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Rückwand", 97, 0, , 2, 110, 299
2023/06/20 10:50:53.849, rep, ok, 0.00117, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475360", 138, 0, , 2, 110, 299
2023/06/20 10:50:54.045, rep, ok, 0.00044, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475360", 139, 0, , 2, 110, 299
2023/06/20 10:50:54.128, rep, ok, 0.00025, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818278", 77, 0, , 2, 110, 299
2023/06/20 10:50:59.008, rep, ok, 3.92979, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 4, 16, 34'204, 85,, 1, 1, 34'181, 1, 0, 0.31, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=28290", 0, 0, , 3, 115, 300
2023/06/20 10:50:59.388, rep, ok, 0.00967, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\PreisFindung.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=56515|AufPosNr=40", 5, 0, , 4, 115, 300
2023/06/20 10:50:59.420, rep, ok, 0.04255, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 67, 100,, 16, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=56515", 26, 0, , 3, 111, 300
2023/06/20 10:50:59.602, rep, ok, 0.17805, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\LW_Bestaende.avx", 0, 0, 3, 285'247, 100,, 1, 0, 0, 1, 285'243, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=56515|PosNr=40", 5, 0, , 4, 114, 300
2023/06/20 10:51:06.256, rep, ok, 12.0993, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\NSW_Export_Verkaufsauftragsdaten_2018_00.avx", 0, 0, 6, 96'734, 1,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|LogiwareNr=960048", 8, 0, , 3, 109, 299
2023/06/20 10:51:07.514, rep, ok, 8.08988, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 3, 12, 26, 87,, 1, 0, 0, 1, 0, 0.25, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=56515", 23, 0, , 2, 109, 299
2023/06/20 10:51:27.373, rep, ok, 0.00338, 0, "", "ABAV", "", 8370, "fepa[124]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O112_Anzeige_Einlastdatum_Fix.avx", 0, 0, 6, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=0|Parameter2=0", 61, 0, , 2, 108, 298
2023/06/20 10:51:30.065, rep, ok, 0.00244, 0, "", "ABAV", "", 8370, "fepa[124]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O112_Anzeige_Einlastdatum_Fix.avx", 0, 0, 6, 6, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=181014|Parameter2=0", 62, 0, , 2, 108, 298
2023/06/20 10:51:33.145, rep, ok, 0.00113, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\ADOSperren\ADOSperrenVK.avx", 0, 0, 2, 3, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\kd\abav\zentrale_daten\tmp_Zentrale...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|artikelNummer=557714000|variantenNummer=0", 0, 0, , 2, 109, 299
2023/06/20 10:51:33.206, rep, ok, 0.03121, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\Einkauf\DoppelteRechnungsNummer\DoppelteRechnungsNummer.avx", 0, 0, 1, 776, 100,, 774, 0, 0, 1, 774, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\out\HEAG\Werkstuecke\tmp_Werkstueck...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|BestellNr=5064796|LieferantenNr=77140|RechnungsNr=", 0, 0, , 2, 109, 299
2023/06/20 10:51:33.372, rep, ok, 0.00081, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\ADOSperren\ADOSperrenVK.avx", 0, 0, 2, 3, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\kd\abav\zentrale_daten\tmp_Zentrale...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|artikelNummer=557714000|variantenNummer=0", 1, 0, , 2, 109, 299
2023/06/20 10:51:33.398, rep, ok, 0.01445, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\Einkauf\DoppelteRechnungsNummer\DoppelteRechnungsNummer.avx", 0, 0, 1, 776, 100,, 774, 0, 0, 1, 774, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\out\HEAG\Werkstuecke\tmp_Werkstueck...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|BestellNr=5064796|LieferantenNr=77140|RechnungsNr=", 1, 0, , 2, 109, 299
2023/06/20 10:51:35.080, rep, ok, 0.00091, 0, "", "ABAV", "", 8370, "fepa[124]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\ADOSperren\ADOSperrenVK.avx", 0, 0, 2, 3, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\kd\abav\zentrale_daten\tmp_Zentrale...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|artikelNummer=1.1.16.2|variantenNummer=0", 2, 0, , 2, 109, 300
2023/06/20 10:51:35.170, rep, ok, 0.00081, 0, "", "ABAV", "", 8370, "fepa[124]", "D:\Abacus\abac\kd\abav\HEAG\ABEA\ADOSperren\ADOSperrenVK.avx", 0, 0, 2, 3, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\kd\abav\zentrale_daten\tmp_Zentrale...|$Scope=DefaultScope|$Type=print-txt/ansi|$UserMsg=de|artikelNummer=1.1.16.2|variantenNummer=0", 3, 0, , 2, 109, 300
