TimeStamp, Type, State, Seconds, ErrorCode, ErrorMessage, Application, Scope, Mandant, User, Report, SubReportTables, SubReportFields, Tables, Finds, Crit%, ReqRows, Rows, TempIndexCount, TempIndexRecs, OnTheFlyCount, OnTheFlyRecs, Memory, TempMemory, Parameter, Reused, Delayed, SnapshotMeta, RunningReports, OpenReports, Sessions
2023/06/20 10:43:08.242, rep, ok, 0.00032, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Geräte", 6, 0, , 2, 121, 302
2023/06/20 10:43:08.269, rep, ok, 0.00038, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475357", 7, 0, , 2, 121, 302
2023/06/20 10:43:08.478, rep, ok, 0.00056, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475357", 8, 0, , 2, 121, 302
2023/06/20 10:43:08.567, rep, ok, 0.00049, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 6, 100,, 5, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818269", 4, 0, , 2, 121, 302
2023/06/20 10:43:08.599, rep, ok, 0.00055, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Möbel", 7, 0, , 2, 121, 302
2023/06/20 10:43:08.626, rep, ok, 0.00034, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475358", 9, 0, , 2, 121, 302
2023/06/20 10:43:08.822, rep, ok, 0.00044, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475358", 10, 0, , 2, 121, 302
2023/06/20 10:43:08.907, rep, ok, 0.00029, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818275", 5, 0, , 2, 121, 302
2023/06/20 10:43:08.936, rep, ok, 0.00038, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Abdeckung", 8, 0, , 2, 121, 302
2023/06/20 10:43:08.942, rep, ok, 0.00040, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475359", 11, 0, , 2, 121, 302
2023/06/20 10:43:08.996, rep, ok, 0.00096, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\HEAG\SVM\OPTIBRICK\OPTIBRICK_AKTUALISIERUNG_SQLITE_APPEND.avw", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.01, "$Client=8370|$ExportPath=D:\Abacus\abac\out\HEAG\Optibrick\M8370\OPTIBRICK_...|$Scope=DefaultScope|$Type=sqlite_append|$UserFmt='.E.|$UserMsg=de|AUFNR=66930", 0, 0, , 2, 121, 303
2023/06/20 10:43:09.034, rep, ok, 0.00533, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\LW_Bestaende.avx", 0, 0, 3, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0|PosNr=0", 4, 0, , 3, 120, 302
2023/06/20 10:43:09.036, rep, ok, 0.00645, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\PreisFindung.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0|AufPosNr=0", 4, 0, , 2, 115, 302
2023/06/20 10:43:09.042, rep, ok, 0.00215, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\PosInformationen.avx", 0, 0, 8, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0|AufPosNr=0", 9, 0, , 4, 119, 302
2023/06/20 10:43:09.056, rep, ok, 0.01518, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 67, 100,, 16, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=66931", 131, 0, , 3, 119, 302
2023/06/20 10:43:09.137, rep, ok, 0.00038, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475359", 12, 0, , 3, 120, 302
2023/06/20 10:43:09.203, rep, ok, 0.00051, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818276", 6, 0, , 3, 120, 302
2023/06/20 10:43:09.234, rep, ok, 0.00051, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=183114.Rückwand", 9, 0, , 3, 120, 302
2023/06/20 10:43:09.263, rep, ok, 0.00036, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475360", 13, 0, , 3, 120, 302
2023/06/20 10:43:09.462, rep, ok, 0.00039, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1475360", 14, 0, , 3, 120, 302
2023/06/20 10:43:09.547, rep, ok, 0.00030, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=818278", 7, 0, , 3, 120, 302
2023/06/20 10:43:10.857, rep, ok, 1.09584, 0, "", "ABAV", "", 8370, "sa_abacus_prozessuser[102]", "D:\Abacus\abac\kd\abav\Prozesse\SCCM\SCMM-Aufträge Dispo abgeschlossen\SelektionAuftraege.avw", 0, 0, 3, 40'780, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$ExportPath=D:\Abacus\abac\kd\zent\peng\7af328f1-2ccd-8d49-b77...|$Scope=DefaultScope|$Type=abadb-sqlite|$UserFmt='.E.|$UserMsg=de", 0, 0, , 4, 121, 303
2023/06/20 10:43:12.831, rep, ok, 3.79046, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 3, 12, 11, 66,, 1, 0, 0, 1, 0, 0.25, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=66931", 8, 0, , 3, 121, 302
2023/06/20 10:43:15.166, rep, ok, 0.00204, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O112_Anzeige_Einlastdatum_Fix.avx", 0, 0, 6, 11, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=186646|Parameter2=0", 46, 0, , 3, 121, 302
2023/06/20 10:43:17.756, rep, ok, 0.00138, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=565165", 18, 0, , 3, 121, 302
2023/06/20 10:43:17.764, rep, ok, 0.00026, 0, "", "ABAV", "", 8370, "humi[95]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 0, 12, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=565165", 16, 0, , 3, 118, 302
2023/06/20 10:43:19.388, rep, ok, 0.00584, 0, "", "ABAV", "", 8370, "maju[237]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O211_Anzeige_Konto_Infos.avx", 0, 0, 4, 6, 100,, 2, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=5063454|Parameter2=0", 22, 0, , 4, 118, 302
2023/06/20 10:43:19.391, rep, ok, 0.01014, 0, "", "ABAV", "", 8370, "maju[237]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O211_Anzeige_Mwst_Infos.avx", 0, 0, 2, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=5063454|Parameter2=0", 22, 0, , 3, 118, 302
2023/06/20 10:43:21.165, rep, ok, 0.00054, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0", 0, 0, , 3, 119, 305
2023/06/20 10:43:21.167, rep, ok, 0.00046, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=0", 0, 0, , 3, 120, 305
2023/06/20 10:43:21.190, rep, ok, 0.00120, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\PosInformationen.avx", 0, 0, 8, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0|AufPosNr=0", 0, 0, , 3, 121, 305
2023/06/20 10:43:21.678, rep, ok, 0.00199, 0, "", "ABAV", "", 8370, "dizh[164]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O112_Anzeige_Einlastdatum_Fix.avx", 0, 0, 6, 11, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=186646|Parameter2=0", 47, 0, , 3, 121, 305
2023/06/20 10:43:21.813, rep, ok, 0.01590, 0, "", "ABAV", "", 8370, "huro[226]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 67, 100,, 16, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=66930", 1, 0, , 4, 120, 305
2023/06/20 10:43:22.191, rep, ok, 12.5984, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\NSW_Export_Verkaufsauftragsdaten_2018_00.avx", 0, 0, 6, 96'734, 1,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|LogiwareNr=960048", 0, 0, , 3, 120, 305
2023/06/20 10:43:23.212, rep, ok, 0.00595, 0, "", "ABAV", "", 8370, "maju[237]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O211_Anzeige_Mwst_Infos.avx", 0, 0, 2, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=5063454|Parameter2=0", 23, 0, , 4, 119, 305
2023/06/20 10:43:23.214, rep, ok, 0.00614, 0, "", "ABAV", "", 8370, "maju[237]", "D:\Abacus\abac\kd\abav\HEAG\Fusion\O211_Anzeige_Konto_Infos.avx", 0, 0, 4, 6, 100,, 2, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|Parameter1=5063454|Parameter2=0", 23, 0, , 3, 119, 305
2023/06/20 10:43:25.004, rep, ok, 0.00043, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=175455", 10, 0, , 3, 120, 304
2023/06/20 10:43:25.030, rep, ok, 0.00029, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=175455.Sanitär", 11, 0, , 3, 120, 304
2023/06/20 10:43:25.039, rep, ok, 0.00202, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1444581", 15, 0, , 3, 120, 304
2023/06/20 10:43:25.123, rep, ok, 0.00029, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=772482", 8, 0, , 3, 120, 304
2023/06/20 10:43:25.153, rep, ok, 0.00039, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=175455.Wäscheturm", 12, 0, , 3, 120, 304
2023/06/20 10:43:25.181, rep, ok, 0.00033, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1444582", 16, 0, , 3, 120, 304
2023/06/20 10:43:25.265, rep, ok, 0.00032, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=772483", 9, 0, , 3, 120, 304
2023/06/20 10:43:25.296, rep, ok, 0.00067, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=177963", 13, 0, , 3, 120, 304
2023/06/20 10:43:25.325, rep, ok, 0.00055, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=177963.Sanitär", 14, 0, , 3, 120, 304
2023/06/20 10:43:25.342, rep, ok, 0.00030, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\PosInformationen.avx", 0, 0, 8, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=0|AufPosNr=0", 1, 0, , 5, 119, 304
2023/06/20 10:43:25.347, rep, ok, 0.01518, 0, "", "ABAV", "", 8370, "haru[134]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\Leihgeraete.avx", 0, 0, 4, 67, 100,, 16, 0, 0, 0, 0, 0.06, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNr=65822", 1, 0, , 4, 120, 304
2023/06/20 10:43:25.357, rep, ok, 0.00273, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462559", 17, 0, , 4, 121, 304
2023/06/20 10:43:25.551, rep, ok, 0.00035, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462559", 18, 0, , 4, 123, 304
2023/06/20 10:43:25.638, rep, ok, 0.00028, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=799961", 10, 0, , 4, 123, 304
2023/06/20 10:43:25.670, rep, ok, 0.00043, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=177963.Wäscheturm", 15, 0, , 4, 123, 304
2023/06/20 10:43:25.700, rep, ok, 0.00036, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462560", 19, 0, , 4, 123, 304
2023/06/20 10:43:25.749, rep, ok, 3.94466, 0, "", "ABAV", "", 8370, "huro[226]", "D:\Abacus\abac\kd\abav\HEAG\SVM\Fusion\R111\KopfInformationen.avx", 0, 3, 16, 14, 75,, 1, 0, 0, 1, 0, 0.25, 0.00, "$Client=8370|$Drk=|$Lang=de|$Preview=1|$Scope=DefaultScope|$Type=pdf_page|$UserFmt='.E.|$UserMsg=de|AufNR=66930", 89, 0, , 3, 122, 304
2023/06/20 10:43:25.898, rep, ok, 0.00040, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462560", 20, 0, , 3, 123, 304
2023/06/20 10:43:25.983, rep, ok, 0.00040, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 1, 100,, 0, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=799962", 11, 0, , 3, 123, 304
2023/06/20 10:43:26.013, rep, ok, 0.00061, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=177963.Geräte", 16, 0, , 3, 123, 304
2023/06/20 10:43:26.041, rep, ok, 0.00041, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462561", 21, 0, , 3, 123, 304
2023/06/20 10:43:26.236, rep, ok, 0.00042, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462561", 22, 0, , 3, 123, 304
2023/06/20 10:43:26.323, rep, ok, 0.00088, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\SERVICEOBJECT_REQUEST_SUBOBJECTS.avx", 0, 0, 1, 8, 100,, 7, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|RefObjectNumber=799963", 12, 0, , 3, 123, 304
2023/06/20 10:43:26.354, rep, ok, 0.00045, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ReferenzLogiwareProjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=177963.Möbel", 17, 0, , 3, 123, 304
2023/06/20 10:43:26.382, rep, ok, 0.00031, 0, "", "ABAV", "", 8370, "sa_abacus_projektschnittstelle[47]", "D:\Abacus\abac\kd\abav\web\ProjektnummerObjektnummer.avx", 0, 0, 1, 2, 100,, 1, 0, 0, 0, 0, 0.06, 0.00, "$Appl=soap|$Client=8370|$Type=xml_attr|$UserMsg=de/text|$Year=0|Parameter1=1462562", 23, 0, , 3, 123, 304
